Nom,Poste_Cat,Matchs,xG,xA,KP,Drb,Dist,Def
Mario Gila,LB,14,0.0,0.01,0.0,1.73,9720.0,6.5
Mathías Olivera,LB,11,0.0,0.02,0.0,1.66,9720.0,6.0
Matias Moreno,LB,12,0.0,0.0,0.0,1.67,9720.0,5.0
Maximilian Rosenfelder,LB,8,0.0,0.005,0.0,1.67,9720.0,4.0
Moise Bombito,LB,11,0.0,0.01,0.0,1.68,9720.0,7.0
Muath Faqeehi,LB,11,0.0,0.02,1.0,1.62,9720.0,5.36
Mykhailo Mudryk,LB,10,0.0,0.0,2.0,1.7,9720.0,3.615
Nathan Ngoy,LB,12,0.0,0.01,0.0,1.67,9720.0,5.0
Neraysho Kasanwirjo,LB,13,0.0,0.02,0.0,1.62,9720.0,6.21
Neto Borges,LB,14,0.0,0.02,0.0,1.6349999999999998,9720.0,5.0
Nicolas Seiwald,LB,14,0.0,0.02,0.0,1.645,9720.0,4.695
Niklas Vesterlund,LB,13,0.0,0.02,0.0,1.62,9720.0,2.0
Norbert Gyömbér,LB,13,0.0,0.02,0.0,1.63,9720.0,4.0
Nuno Mendes,LB,12,0.0,0.0485,0.5,2.11,7668.0,5.8100000000000005
Oleksandr Zinchenko,LB,8,0.015,0.07600000000000001,1.1099999999999999,1.6349999999999998,9720.0,5.5
Oliver Provstgaard,LB,11,0.0,0.01,0.0,1.67,9720.0,3.0
Pablo Marí,LB,9,0.0,0.02,0.0,1.66,9720.0,4.74
Piero Hincapié,LB,12,0.0,0.015,0.0,1.67,9720.0,3.0
Ramon Hendriks,LB,12,0.0,0.02,0.0,1.625,9720.0,5.0
Remo Freuler,LB,13,0.0,0.02,0.0,1.66,9720.0,5.06
Rico Henry,LB,12,0.0,0.02,0.0,1.665,9666.0,5.029999999999999
Roger Ibañez,LB,13,0.0,0.02,0.0,1.65,9720.0,5.0
Saba Goglichidze,LB,11,0.0,0.0,0.0,1.7,9612.0,3.18
Sander Berge,LB,11,0.0,0.02,0.0,1.64,9720.0,6.0
Sergio Gómez,LB,13,0.0,0.02,1.0,1.62,9720.0,6.0
Sherel Constancio Floranus,LB,14,0.0,0.02,0.0,1.64,9720.0,6.605
Shogo Taniguchi,LB,14,0.0,0.02,0.0,1.66,9720.0,6.0
Simon Graves,LB,13,0.0,0.02,0.0,1.64,9720.0,6.0
Tayo Adaramola,LB,14,0.0,0.0205,1.0,1.645,9720.0,3.5149999999999997
Theo Hernández,LB,13,0.05,0.04,0.0,1.63,9720.0,6.0
Victor Lekhal,LB,14,0.0,0.02,1.0,1.64,9720.0,6.0
Wagane Faye,LB,11,0.0,0.02,0.0,1.66,9720.0,5.0
Warmed Omari,LB,13,0.0,0.02,0.0,1.64,9720.0,4.0
Wesley Fofana,LB,11,0.0,0.0,0.0,1.67,9720.0,3.42
Wouter Goes,LB,13,0.0,0.02,0.0,1.66,9720.0,5.0
Yusuf Akçiçek,LB,12,0.0,0.02,0.0,1.665,9720.0,4.0
Abdelkader Bedrane,MC,14,0.04,0.01,0.0,1.65,9720.0,5.0
Abdoul Ouattara,MC,13,0.04,0.01,0.0,1.66,9720.0,5.0
Abdoulaye Doucouré,MC,14,0.007,0.03,1.0,1.67,9666.0,6.035
Abdulelah Al Khaibari,MC,13,0.0,0.089,1.0,1.64,9720.0,5.53
Abner Vinícius,MC,12,0.0,0.06,1.0,1.64,9720.0,3.0
Aboubacar Bah,MC,14,0.007,0.134,2.0,1.665,9720.0,6.3100000000000005
Adam Obert,MC,14,0.0,0.069,1.0699999999999998,1.66,9720.0,5.0
Adrien Thomasson,MC,13,0.0,0.233,2.0,1.69,9720.0,5.0
Adrián de la Fuente,MC,14,0.045000000000000005,0.035,0.0,1.6549999999999998,9720.0,5.0
Ahmed Hegazy,MC,13,0.02,0.01,0.0,1.66,9720.0,3.0
Alberto Grassi,MC,11,0.0,0.03,0.0,2.37,6804.0,2.69
Aleix Febas,MC,14,0.01,0.065,1.0,1.685,9720.0,6.105
Alfa Semedo,MC,14,0.03,0.015,0.0,1.63,9720.0,8.0
Ali Al Asmari,MC,12,0.0,0.019,0.0,1.755,8964.0,4.445
Ali McCann,MC,10,0.02,0.034,0.57,1.66,9720.0,5.85
Alpha Touré,MC,12,0.01,0.015,0.0,1.92,8100.0,3.5
Amadou Onana,MC,14,0.04,0.0115,0.0,1.6749999999999998,9720.0,5.07
Andrew Hughes,MC,13,0.03,0.04,0.0,1.63,9720.0,5.0
Anel Ahmedhodžić,MC,14,0.0,0.025,0.0,1.62,9720.0,4.5
Ange-Yoan Bonny,MC,11,0.0,0.015,0.0,4.31,3672.0,1.22
Angelo Stiller,MC,14,0.0,0.1115,1.3,1.69,9720.0,5.95
Anselmo Garcia McNulty,MC,14,0.04,0.015,0.0,1.63,9720.0,5.0
Antonino Gallo,MC,14,0.0,0.068,1.0,1.645,9720.0,3.0
Antonio Blanco,MC,14,0.025500000000000002,0.020999999999999998,0.765,1.67,9720.0,7.6
Antonio Caracciolo,MC,13,0.05,0.0,0.0,1.6,9720.0,6.0
Archie Gray,MC,13,0.0,0.032,1.0,1.67,9720.0,4.32
Ashraf El Mahdioui,MC,14,0.0,0.06,1.0,1.64,9720.0,5.0
Atakan Karazor,MC,10,0.0,0.0475,0.0,1.68,9720.0,3.105
Augustus Kargbo,MC,13,0.0,0.02,0.0,2.8,5554.29,3.0
Aurelio Oehlers,MC,8,0.0,0.025,0.74,2.6799999999999997,5886.0,3.73
Benjamin André,MC,13,0.0,0.07,1.0,1.66,9720.0,6.0
Benjamin Pavard,MC,8,0.01,0.01,0.0,1.635,9720.0,3.0
Bernardo Silva,MC,12,0.045,0.055,2.0,1.7,9720.0,5.0
Bobby De Cordova-Reid,MC,12,0.0,0.0195,0.54,2.4050000000000002,6426.0,3.675
Bobby Thomas,MC,11,0.01,0.01,1.0,1.65,9720.0,5.0
Borja Mayoral,MC,11,0.02,0.01,0.0,1.64,9720.0,4.0
Bosun Lawal,MC,13,0.012,0.01,0.0,1.69,9612.0,4.62
Boubacar Kamara,MC,12,0.0,0.022,0.5,1.73,9504.0,5.5
Branco Van den Boomen,MC,12,0.0,0.135,2.045,1.68,9504.0,5.109999999999999
Brooke Norton-Cuffy,MC,13,0.0,0.047,1.0,1.67,9720.0,4.0
Bryan Cristante,MC,13,0.05,0.022,0.0,1.64,9720.0,5.0
Caleb Wiley,MC,11,0.0,0.06,1.0,1.71,9612.0,4.0
Callum Brittain,MC,14,0.01,0.115,1.5,1.645,9720.0,6.535
Carlens Arcus,MC,13,0.0,0.11,1.0,1.67,9720.0,5.54
Carlos Romero,MC,14,0.04,0.03,0.5,1.63,9720.0,5.5
Carlos Soler,MC,12,0.025,0.095,1.04,1.69,9720.0,5.57
Cedric Zesiger,MC,13,0.0,0.1,0.0,1.66,9720.0,4.0
Chris Richards,MC,14,0.045,0.015,0.0,1.65,9720.0,4.0
Ciaron Brown,MC,13,0.05,0.02,0.0,1.64,9720.0,4.0
Clint Leemans,MC,9,0.0,0.07,1.1,1.64,9720.0,6.35
Conor Gallagher,MC,12,0.0,0.0445,1.03,2.01,7884.0,6.105
Corentin Tolisso,MC,13,0.098,0.068,1.0,1.72,9720.0,4.09
Cristian Cásseres Jr.,MC,14,0.0,0.0465,1.25,1.67,9720.0,7.0
Daniel Ballard,MC,14,0.015,0.0,0.0,1.65,9720.0,4.0
Daniel Imray,MC,11,0.0,0.12,1.0,1.66,9720.0,6.0
Daniel Muñoz,MC,13,0.0,0.04,1.0,1.64,9720.0,3.0
Daniel Svensson,MC,11,0.0,0.122,1.0,1.64,9720.0,3.0
Danilho Doekhi,MC,14,0.035,0.015,0.0,1.605,9720.0,4.5
Danny Bakker,MC,14,0.05,0.045,0.0,1.645,9720.0,3.0
Daouda Guindo,MC,12,0.035,0.01,0.0,1.6349999999999998,9720.0,4.545
David Okereke,MC,9,0.0,0.02,0.0,3.35,4860.0,2.0
David Raum,MC,12,0.0,0.61,4.0,1.6549999999999998,9720.0,5.0
David Tijanič,MC,12,0.0,0.045,1.0,1.63,9720.0,5.5
Denis Odoi,MC,13,0.0,0.03,0.0,1.63,9720.0,4.0
Dennis Praet,MC,14,0.01,0.02,1.0,1.66,9720.0,7.24
Derry Murkin,MC,13,0.0,0.096,1.0,1.67,9720.0,4.0
Diego Carlos,MC,10,0.02,0.005,0.0,1.66,9666.0,3.5
Dies Janse,MC,14,0.0,0.04,1.0,1.6749999999999998,9720.0,4.73
Dimitrios Giannoulis,MC,11,0.0,0.146,1.95,1.65,9720.0,6.62
Diogo Dalot,MC,14,0.01,0.025500000000000002,0.5,1.68,9720.0,5.640000000000001
Diogo Leite,MC,13,0.05,0.03,0.0,1.66,9720.0,5.0
Djed Spence,MC,11,0.0,0.03,1.0,1.67,9720.0,5.22
Djibril Sidibé,MC,11,0.0,0.04,1.0,1.64,9720.0,4.0
Dodô,MC,14,0.01,0.09,1.0,1.66,9720.0,6.57
Douglas Luiz,MC,8,0.0575,0.14700000000000002,1.3900000000000001,1.915,8370.0,5.855
Eduardo Camavinga,MC,8,0.0,0.006,0.585,3.8049999999999997,4644.0,5.279999999999999
El Hadji Malick Diouf,MC,12,0.0,0.088,1.315,1.65,9720.0,5.46
Eli Dasa,MC,12,0.0225,0.06,0.0,1.6549999999999998,9720.0,5.65
Enzo Boyomo,MC,10,0.01,0.01,0.0,1.62,9720.0,4.5
Enzo Fernández,MC,14,0.075,0.16999999999999998,2.0,1.69,9612.0,5.0
Enzo Le Fée,MC,13,0.0,0.06,1.0,1.64,9720.0,6.0
Eric Smith,MC,13,0.0,0.05,1.0,1.65,9720.0,5.9
Ethan Galbraith,MC,14,0.0475,0.03,0.0,1.73,9234.0,7.5
Etta Eyong,MC,6,0.005,0.0,0.0,6.055,2646.0,1.5
Evan Ndicka,MC,13,0.05,0.0,0.0,1.65,9720.0,6.0
Exequiel Palacios,MC,10,0.0055,0.07,1.0,1.665,9720.0,9.5
Fabien Centonze,MC,9,0.012,0.01,1.0,1.66,9720.0,4.0
Federico Valverde,MC,14,0.08499999999999999,0.055,1.005,1.67,9720.0,4.5
Felix Nmecha,MC,13,0.04,0.08,0.0,1.72,9288.0,5.06
Ferdi Kadıoğlu,MC,14,0.02,0.02,0.0,1.625,9720.0,4.0
Fernando Calero,MC,11,0.02,0.0,0.0,1.66,9720.0,4.0
Florian Lejeune,MC,14,0.05,0.0,0.0,1.6549999999999998,9720.0,6.0
Flávio Nazinho,MC,14,0.0,0.235,1.5,1.64,9720.0,5.5
Franck Kessié,MC,13,0.015,0.03,1.0,1.64,9720.0,3.0
Frenkie de Jong,MC,10,0.0,0.08499999999999999,0.5,1.6749999999999998,9720.0,6.0
Gabriel Suazo,MC,11,0.0,0.05,1.06,1.73,9180.0,5.0
George Campbell,MC,14,0.01,0.02,0.0,1.66,9720.0,4.4
Gianluca Gaetano,MC,14,0.0,0.025,0.5,1.68,9558.0,6.0
Gianluca Mancini,MC,14,0.0,0.025,1.0,1.6549999999999998,9720.0,4.0
Giorgio Scalvini,MC,13,0.0,0.05,1.0,1.66,9720.0,5.84
Giuliano Simeone,MC,13,0.0,0.015,0.0,2.18,7128.0,4.5
Giuseppe Pezzella,MC,14,0.0,0.045,1.0,1.63,9720.0,4.0
Guido Rodríguez,MC,9,0.03,0.02,0.0,1.66,9720.0,7.0
Gustav Mortensen,MC,14,0.0,0.04,1.0,1.6349999999999998,9720.0,2.895
Guus Offerhaus,MC,14,0.0,0.03,1.0,1.62,9720.0,5.5
Gökhan Gül,MC,13,0.04,0.01,0.0,1.64,9720.0,4.0
Habib Diarra,MC,14,0.04,0.0205,0.0,1.67,9666.0,3.0149999999999997
Hamdi Akujobi,MC,14,0.022,0.08,0.915,1.65,9720.0,5.225
Hammam Al-Hammami,MC,11,0.0,0.023,0.0,2.06,7560.0,3.6
Hannibal Mejbri,MC,10,0.01,0.0275,1.775,1.85,9018.0,6.5
Hans Vanaken,MC,14,0.0,0.14850000000000002,2.0,1.665,9720.0,6.5
Harry Winks,MC,14,0.03,0.045,0.0,1.66,9720.0,4.5
Hassan Kadesh,MC,13,0.02,0.01,0.0,1.65,9720.0,4.0
Hector Fort,MC,8,0.0,0.02,2.23,2.5949999999999998,6318.0,5.715
Hennes Behrens,MC,13,0.01,0.08,1.0,1.64,9720.0,6.0
Henry Lawrence,MC,14,0.0105,0.01,0.0,1.64,9720.0,4.0
Hicham Boudaoui,MC,10,0.0,0.034999999999999996,0.0,1.65,9720.0,4.0
Hidde ter Avest,MC,10,0.0,0.017,0.0,2.835,5832.0,3.33
Hugo Bueno,MC,12,0.0,0.08499999999999999,1.0,1.64,9720.0,6.0
Hugo Larsson,MC,11,0.0,0.03,1.0,1.64,9720.0,4.0
Hugo Rincón,MC,12,0.0,0.04,0.0,1.73,9288.0,4.0
Ignace Van der Brempt,MC,5,0.0,0.04,1.0,1.66,9720.0,5.0
Ilyas Ansah,MC,10,0.0,0.027000000000000003,0.0,2.33,6750.0,2.815
Ismael Koné,MC,14,0.0,0.022,0.0,1.705,9504.0,3.35
Ivo Pinto,MC,14,0.0,0.055499999999999994,1.0,1.71,9234.0,5.5
Jackson Irvine,MC,13,0.04,0.02,0.0,1.64,9720.0,5.62
Jaden Heskey,MC,14,0.0,0.03,0.0,1.63,9720.0,3.5
Jae-sung Lee,MC,13,0.01,0.063,1.01,1.7,9396.0,5.06
Jamal Lewis,MC,8,0.0,0.018000000000000002,0.5,2.11,7452.0,4.75
James Hill,MC,14,0.0,0.025,1.0,1.6549999999999998,9720.0,4.0
James Justin,MC,14,0.005,0.01,0.0,1.66,9720.0,4.0
James Ward-Prowse,MC,11,0.0,0.1,2.0,1.68,9612.0,6.0
Jamie Vardy,MC,14,0.01,0.012,0.0,2.2800000000000002,6966.0,2.0
Jan Schöppner,MC,13,0.02,0.021,0.0,1.7,9396.0,4.0
Janik Haberer,MC,9,0.0,0.12,1.0,1.66,9720.0,3.14
Jarell Quansah,MC,13,0.04,0.03,0.0,1.64,9720.0,4.0
Javi López,MC,12,0.007,0.021,0.5,1.64,9720.0,5.5
Javi Rodríguez,MC,14,0.005,0.015,0.0,1.6349999999999998,9720.0,2.5
Jay DaSilva,MC,14,0.0,0.05500000000000001,1.0,1.665,9720.0,4.5
Jayden Bogle,MC,14,0.0,0.015,1.0,1.69,9666.0,4.5
Jayson Molumby,MC,14,0.0,0.05,1.0,1.66,9720.0,5.5
Jeanuël Belocian,MC,14,0.0,0.025500000000000002,0.0,1.6349999999999998,9720.0,4.71
Jeff Hardeveld,MC,14,0.0,0.13,1.0,1.66,9720.0,5.0
Jeffrey Gouweleeuw,MC,13,0.01,0.01,0.0,1.69,9288.0,4.5
Jerdy Schouten,MC,13,0.0,0.05,1.0,1.66,9720.0,7.0
Jeremy Toljan,MC,14,0.0,0.06,0.5,1.64,9720.0,4.0
Jessy Deminguet,MC,14,0.0,0.02,0.0,2.085,7560.0,3.25
Joaquin Seys,MC,12,0.0,0.041,1.005,1.7,9234.0,5.145
Joe Scally,MC,12,0.0,0.045,1.0,1.66,9720.0,3.5
John Buckley,MC,14,0.0,0.055,1.0,1.66,9720.0,5.5
Jon Moncayola,MC,14,0.0,0.041499999999999995,0.875,1.665,9666.0,4.555
Jonathan Clauss,MC,14,0.01,0.11499999999999999,2.5,1.64,9720.0,7.295
Jordan Teze,MC,13,0.0,0.043,1.08,1.69,9720.0,5.0
Jorg Schreuders,MC,14,0.025,0.074,0.405,1.64,9720.0,5.55
Jorge Fernandes,MC,13,0.03,0.01,0.0,1.64,9720.0,4.0
Joris van Overeem,MC,14,0.0,0.11,1.0550000000000002,1.65,9720.0,8.219999999999999
Jose Gaya,MC,12,0.0,0.0265,0.0,1.76,9180.0,4.0
Josep Chavarría,MC,10,0.0,0.07,1.5,1.64,9720.0,5.0
Josh Brownhill,MC,14,0.0,0.055,1.0,1.74,9342.0,3.575
Josh Cullen,MC,14,0.02,0.02,0.0,1.645,9720.0,4.220000000000001
Josh Laurent,MC,11,0.0,0.02,0.0,1.92,8424.0,4.0
Josué Casimir,MC,8,0.037,0.0125,0.0,1.66,9504.0,3.275
José Luis Gayà,MC,12,0.0,0.0265,0.0,1.76,9180.0,4.0
João Costa,MC,13,0.01,0.011,0.0,1.66,9612.0,3.8
João Palhinha,MC,12,0.032,0.01,0.0,1.74,9288.0,4.5
Joël Ito,MC,12,0.005,0.02,0.0,1.93,8370.0,4.0
Juan Miranda,MC,14,0.0,0.1,2.0,1.66,9720.0,5.0
Juan Pedroza,MC,14,0.02,0.022,0.5,1.74,9396.0,3.5
Julian Ryerson,MC,14,0.0,0.485,1.645,1.705,9720.0,5.0
Julian Weigl,MC,14,0.0,0.09,1.0,1.65,9720.0,5.0
Jurriën Timber,MC,14,0.0,0.025,0.5,1.64,9720.0,4.0
Jérémy Jacquet,MC,14,0.042499999999999996,0.01,0.0,1.66,9720.0,5.24
Kenny Lala,MC,14,0.0,0.10500000000000001,1.0,1.66,9720.0,5.0
Kevin Diks,MC,14,0.0235,0.017499999999999998,0.0,1.69,9612.0,5.21
Khalid Alsubaie,MC,7,0.0,0.056,0.0,1.68,9720.0,3.51
Koen Kostons,MC,14,0.045,0.065,0.0,1.625,9720.0,2.0
Koffi Kouao,MC,12,0.035,0.0165,0.0,1.69,9720.0,6.5
Koke,MC,12,0.0,0.04,0.5,1.8599999999999999,8694.0,7.25
Kristoffer Lund,MC,14,0.0,0.065,1.0,1.7,9504.0,5.115
Kyle Bartley,MC,12,0.035,0.01,0.0,1.64,9720.0,5.5
Lamine Sy,MC,11,0.04,0.027,0.0,1.64,9720.0,5.37
Leandro Cabrera,MC,14,0.03,0.01,0.0,1.6150000000000002,9720.0,3.0
Leo Greiml,MC,14,0.0,0.03,0.0,1.68,9720.0,4.5
Leopold Querfeld,MC,12,0.035,0.015,0.0,1.64,9720.0,4.0
Lewis Dunk,MC,12,0.035,0.01,0.0,1.645,9720.0,5.0
Lewis Koumas,MC,6,0.0,0.0235,0.5,2.125,7506.0,3.5
Lewis Travis,MC,14,0.0,0.025500000000000002,1.0,1.66,9720.0,7.0
Lloyd Jones,MC,13,0.0,0.026,0.0,1.66,9720.0,4.0
Lucas Bergvall,MC,8,0.0,0.018000000000000002,0.0,2.42,6372.0,3.725
Lucien Agoumé,MC,14,0.0,0.035,1.0,1.64,9720.0,6.5
Luis Milla,MC,14,0.0,0.20500000000000002,2.0,1.66,9720.0,6.0
Luka Modrić,MC,13,0.0,0.06,1.0,1.68,9720.0,8.0
Luke McNally,MC,14,0.04,0.005,0.0,1.66,9720.0,4.0
Luke Shaw,MC,14,0.0,0.025,0.0,1.645,9720.0,4.0
Malo Gusto,MC,11,0.0,0.02,1.02,1.81,8748.0,5.62
Manu Koné,MC,14,0.0,0.045,1.04,1.6949999999999998,9720.0,6.0
Marcel Sabitzer,MC,12,0.0,0.0625,1.0,1.815,8964.0,3.24
Marcelo Brozović,MC,14,0.005,0.065,1.0,1.665,9720.0,6.035
Marco Brescianini,MC,9,0.03,0.026,1.0,1.68,9720.0,3.0
Marco Ilaimaharitra,MC,12,0.0305,0.04,0.835,1.66,9612.0,7.65
Marco Palestra,MC,13,0.0,0.04,1.0,1.64,9720.0,3.6
Marcos Llorente,MC,11,0.03,0.04,0.0,1.64,9720.0,5.0
Marcus Pedersen,MC,11,0.0,0.03,0.0,1.66,9720.0,2.0
Marcão,MC,10,0.02,0.0,0.0,1.62,9720.0,3.5
Mardochee Nzita,MC,13,0.0,0.03,1.0,1.64,9720.0,7.0
Mariano Troilo,MC,13,0.03,0.01,0.0,1.68,9720.0,3.0
Mario Mitaj,MC,14,0.0,0.0245,0.77,1.64,9720.0,7.0
Mario Pašalić,MC,11,0.0,0.07,1.0,1.65,9720.0,4.0
Mark Sykes,MC,11,0.0,0.03,0.0,1.93,8208.0,3.0
Marlon Fossey,MC,13,0.0,0.04,1.0,1.73,9612.0,3.0
Martijn Kaars,MC,9,0.0,0.02,0.0,2.81,5724.0,1.1
Martin Frese,MC,12,0.0,0.03,1.0,1.67,9720.0,4.0
Marvin Peersman,MC,14,0.032,0.046,0.5,1.7,9342.0,7.58
Mateus Fernandes,MC,12,0.005,0.04,0.875,1.64,9720.0,5.625
Matheus Nunes,MC,13,0.0,0.04,1.0,1.66,9720.0,5.0
Mats Deijl,MC,14,0.0,0.025,1.0,1.625,9720.0,4.0
Matt Grimes,MC,14,0.0,0.14500000000000002,1.0,1.68,9720.0,6.105
Matteo Politano,MC,13,0.0,0.03,0.0,1.9,8316.0,2.28
Matteo Ruggeri,MC,11,0.0,0.09,1.0,1.63,9720.0,7.0
Matthias Ginter,MC,14,0.031,0.035,0.5,1.665,9720.0,4.5
Matty Cash,MC,13,0.01,0.02,0.0,1.65,9720.0,4.0
Max Johnston,MC,11,0.041,0.04,0.0,1.73,9504.0,2.65
Maxence Caqueret,MC,10,0.0,0.0785,0.5,2.3,6858.0,4.345000000000001
Maxence Lacroix,MC,14,0.016,0.01,0.0,1.685,9720.0,3.375
Maxime López,MC,12,0.0,0.063,0.5,1.65,9720.0,4.5
Melle Meulensteen,MC,14,0.05,0.03,0.5,1.64,9720.0,7.65
Michael Kayode,MC,14,0.0,0.0505,1.0,1.64,9720.0,5.57
Miguel Gutiérrez,MC,11,0.0,0.03,1.0,1.67,9720.0,5.0
Miguel Rodríguez,MC,9,0.052,0.021,1.0,1.64,9396.0,4.58
Miguel Román,MC,13,0.0,0.09,1.05,1.66,9720.0,5.0
Mikael Ellertsson,MC,13,0.02,0.01,0.0,1.62,9720.0,3.0
Mikel Merino,MC,11,0.0,0.02,1.0,1.72,9720.0,5.62
Milan van Ewijk,MC,14,0.0,0.14,1.0,1.66,9720.0,5.95
Miles Leaburn,MC,8,0.0,0.0225,0.0,3.25,4860.0,2.0
Miro Muheim,MC,13,0.0,0.05,1.0,1.65,9720.0,4.0
Mohamed Kaba,MC,12,0.0,0.033,1.1099999999999999,1.745,9126.0,6.335
Mohamed Kanno,MC,14,0.054000000000000006,0.07,0.5,1.67,9666.0,6.085
Mohammed Mahzari,MC,14,0.0,0.095,1.0,1.64,9720.0,5.5
Morgan Sanson,MC,14,0.01,0.0125,1.0,1.665,9666.0,6.43
Muhannad Shanqeeti,MC,14,0.0,0.0465,1.0,1.62,9720.0,4.5
Máximo Perrone,MC,12,0.005,0.0345,1.0,1.68,9720.0,4.0
Nacho Vidal,MC,12,0.01,0.010499999999999999,0.0,1.6949999999999998,9450.0,4.0
Nadir Zortea,MC,10,0.0,0.035,0.0,1.75,8964.0,4.0
Neco Williams,MC,14,0.005,0.023,1.0,1.6749999999999998,9720.0,6.0
Nemanja Gudelj,MC,12,0.005,0.01,0.0,1.6349999999999998,9720.0,3.0
Nhoa Sangui,MC,12,0.0,0.04,1.0,1.64,9720.0,5.725
Nicolás Valentini,MC,10,0.053,0.01,0.0,1.63,9720.0,4.0
Nicolò Barella,MC,13,0.01,0.131,2.02,1.72,9612.0,7.59
Niklas Dorsch,MC,12,0.0,0.086,1.025,1.705,9450.0,6.140000000000001
Nnamdi Collins,MC,10,0.0,0.02,0.0,1.68,9720.0,4.62
Noah Sadiki,MC,14,0.02,0.02,0.0,1.645,9720.0,4.0
Nordi Mukiele,MC,12,0.0,0.053000000000000005,1.0,1.645,9720.0,5.5
Nuno Tavares,MC,10,0.0,0.05,1.0,1.64,9720.0,5.625
Ola Aina,MC,13,0.0,0.033,1.1,1.66,9720.0,6.0
Oliver Braude,MC,14,0.032,0.075,0.78,1.645,9720.0,5.3
Olivier Deman,MC,12,0.005,0.11,1.0,1.64,9720.0,5.0
Omri Gandelman,MC,11,0.0,0.02,0.0,2.48,6372.0,2.02
Ondrej Duda,MC,14,0.0,0.035,0.5,1.65,9720.0,8.14
Oumar Solet,MC,12,0.035,0.02,0.5,1.665,9720.0,5.5
Oussama El Azzouzi,MC,10,0.01,0.052,0.995,1.72,9504.0,6.37
Oussama Targhalline,MC,11,0.0,0.04,1.0,1.67,9720.0,8.0
Pablo Gavi,MC,9,0.0,0.028,1.41,3.23,4860.0,4.35
Pablo Maffeo,MC,13,0.0,0.044,1.0,1.68,9612.0,4.86
Pacha,MC,9,0.04,0.038,0.0,1.67,9720.0,7.14
Pape Diop,MC,13,0.04,0.056,0.0,1.67,9720.0,9.0
Pascal Groß,MC,13,0.0,0.19,2.0,1.67,9720.0,5.11
Pascal Struijk,MC,14,0.047,0.0,0.0,1.65,9720.0,4.0
Pathé Ismaël Ciss,MC,12,0.0215,0.01,0.825,1.6949999999999998,9612.0,5.32
Patrick Osterhage,MC,8,0.0,0.025,0.0,1.8,8856.0,3.69
Pavel Šulc,MC,13,0.022,0.0,0.0,1.69,9612.0,3.21
Philipp Sander,MC,14,0.0,0.045,0.5,1.6549999999999998,9720.0,7.0
Pierre Kalulu,MC,13,0.0,0.025,1.0,1.65,9720.0,4.29
Quentin Merlin,MC,14,0.005,0.10500000000000001,1.5,1.6549999999999998,9720.0,5.0
Ramy Bensebaini,MC,12,0.025,0.025,0.0,1.7,9720.0,5.745
Randal Kolo Muani,MC,11,0.0,0.03,0.0,2.56,6156.0,3.0
Rebocho,MC,14,0.0,0.05,1.0,1.6349999999999998,9720.0,6.5
Rein Van Helden,MC,12,0.015,0.028999999999999998,0.305,1.705,9720.0,4.12
Roberto Gagliardini,MC,14,0.006,0.017,1.0,1.68,9720.0,8.055
Rodrigo Bentancur,MC,13,0.0,0.02,0.0,1.7,9288.0,8.06
Ruben Loftus-Cheek,MC,6,0.313,0.028,0.0,2.8099999999999996,5832.0,1.92
Ryan Alebiosu,MC,14,0.0,0.09,1.0,1.64,9720.0,4.0
Saeed Baattia,MC,13,0.0,0.11,2.0,1.66,9720.0,5.06
Sam Long,MC,12,0.0,0.025,0.0,1.6400000000000001,9720.0,3.3449999999999998
Samir El Mourabet,MC,12,0.0,0.025,1.0,1.73,9288.0,6.295
Samuele Ricci,MC,9,0.0,0.016,0.0,5.53,2808.0,3.46
Santiago Colombatto,MC,12,0.0,0.024499999999999997,0.55,2.1950000000000003,7128.0,4.835
Saud Abdulhamid,MC,14,0.0,0.037,1.6,1.72,9720.0,6.0
Saud Al Rashed,MC,13,0.0,0.12,1.23,1.68,9612.0,6.0
Scott McTominay,MC,14,0.175,0.02,0.5,1.67,9720.0,4.0
Sean Fusire,MC,11,0.05,0.01,0.0,1.65,9720.0,6.0
Sebastian Sebulonsen,MC,13,0.02,0.03,0.0,1.62,9720.0,4.56
Sebastian Walukiewicz,MC,14,0.0,0.0215,0.0,1.6349999999999998,9720.0,3.0
Senne Lynen,MC,14,0.035,0.04,0.0,1.64,9720.0,7.5
Sepp van den Berg,MC,12,0.025,0.01,0.0,1.66,9720.0,5.0
Shaquille Riley Pinas,MC,14,0.0,0.0265,0.5,1.64,9720.0,4.375
Sorba Thomas,MC,14,0.0,0.235,3.25,1.66,9720.0,5.0
Stefan Posch,MC,14,0.015,0.005,0.0,1.66,9720.0,4.5
Strahinja Pavlović,MC,14,0.025,0.01,0.0,1.66,9720.0,3.625
Svante Ingelsson,MC,14,0.0,0.118,1.0,1.64,9720.0,5.529999999999999
Sven Botman,MC,10,0.035,0.005,0.0,1.66,9720.0,3.395
Tarik Muharemović,MC,13,0.02,0.01,0.0,1.65,9720.0,3.0
Tatsuki Seko,MC,10,0.035,0.01,0.0,1.6349999999999998,9720.0,4.5
Teo Quintero,MC,14,0.01,0.025,0.0,1.6349999999999998,9720.0,4.0
Théo Le Bris,MC,14,0.0,0.015,0.0,1.6949999999999998,9396.0,4.25
Tim Iroegbunam,MC,6,0.0115,0.0205,0.5,1.685,9504.0,6.5
Tim Weah,MC,14,0.0105,0.03,1.0,1.64,9720.0,5.029999999999999
Timothee Pembele,MC,7,0.0,0.025,0.0,5.0,2916.0,4.0
