Nom,Poste_Cat,Matchs,xG,xA,KP,Drb,Dist,Def
Ander Barrenetxea,AD,13,0.022,0.04,1.53,2.43,6804.0,6.67
Antony,AD,14,0.22999999999999998,0.15000000000000002,1.54,2.01,8046.0,3.955
Bukayo Saka,AD,11,0.07,0.09,2.0,1.68,9720.0,6.0
David Neres,AD,13,0.0,0.062,2.47,2.02,8424.0,3.38
Dejan Kulusevski,AD,12,0.0785,0.0335,1.0,1.92,8478.0,4.5
Lamine Yamal,AD,14,0.14500000000000002,0.1345,1.06,1.75,9720.0,4.045
Mohamed Salah,AD,13,0.214,0.25,1.3,1.87,8316.0,4.0
Nicolas Pépé,AD,13,0.208,0.17,1.07,1.78,9720.0,4.0
Noni Madueke,AD,11,0.0,0.043,2.37,2.78,5832.0,4.0
Ousmane Dembélé,AD,12,0.4955,0.221,2.0,2.27,7074.0,1.29
Pedro Neto,AD,14,0.0,0.040499999999999994,2.0,1.7650000000000001,9612.0,3.2649999999999997
Rodrygo,AD,9,0.075,0.066,2.5,1.88,8964.0,4.34
Takefusa Kubo,AD,13,0.023,0.058,2.12,1.75,9180.0,3.03
Aaron Bibout,AG,10,0.376,0.0345,0.0,2.5149999999999997,6372.0,3.3049999999999997
Aarón Martín,AG,7,0.0,0.098,1.06,2.0,7992.0,3.0
Abdallah Sima,AG,7,0.0,0.259,1.45,2.43,6696.0,4.93
Abdelkahar Kadri,AG,11,0.0,0.07,1.17,2.46,6156.0,6.84
Abdulaziz Al Fawaz,AG,9,0.04,0.0,0.0,3.23,4860.0,2.0
Abdulaziz Al-Dwehe,AG,6,0.0765,0.022,0.57,2.005,8046.0,6.675
Abdulaziz Noor,AG,6,0.0245,0.01,0.5,2.24,7020.0,3.9850000000000003
Abdullah Al-Anazi,AG,9,0.112,0.042,0.0,2.29,6912.0,7.11
Abdullah Al-Hamdan,AG,6,0.39749999999999996,0.0205,0.0,2.5250000000000004,6372.0,2.18
Abdullah Al-Qahtani,AG,13,0.04,0.032,0.0,2.18,7128.0,4.0
Adam Buksa,AG,7,0.141,0.039,0.0,5.85,2700.0,3.6
Adam Daghim,AG,10,0.0305,0.091,1.02,3.1100000000000003,4863.855,4.3100000000000005
Adam Idah,AG,8,0.0565,0.0135,0.0,5.365,2970.0,1.325
Adam Wharton,AG,14,0.04,0.191,1.755,1.835,8856.0,5.145
Adrián Bernabé,AG,14,0.0215,0.077,2.52,1.915,8316.0,3.075
Ahmadou Bamba Dieng,AG,12,0.487,0.0125,0.0,2.0199999999999996,7938.0,2.79
Ahmed Al-Shamrani,AG,10,0.0,0.0495,0.0,1.7650000000000001,8964.0,7.0
Ahmed Hassan,AG,9,0.011,0.0,0.0,1.93,8100.0,1.3
Aimar Oroz,AG,14,0.037,0.1285,1.185,1.885,8370.0,3.42
Aitor Ruibal,AG,11,0.02,0.09,0.0,1.91,8100.0,6.0
Aiyegun Tosin,AG,7,0.033,0.031,0.0,5.56,2808.0,2.14
Aladji Bamba,AG,10,0.0,0.048,0.725,2.535,6264.0,6.385
Alberto Reina,AG,14,0.0435,0.08049999999999999,1.33,1.95,8100.0,3.65
Aleksandr Golovin,AG,13,0.029,0.05,2.02,2.23,7020.0,5.0
Alessandro Zanoli,AG,13,0.0,0.044,1.01,1.91,8208.0,3.29
Alessio Zerbin,AG,12,0.02,0.03,0.0,2.25,6858.0,3.825
Alex Baena,AG,9,0.0,0.14,1.17,2.39,6588.0,3.75
Alex Bangura,AG,6,0.02,0.0405,1.0150000000000001,1.93,8370.0,2.9299999999999997
Alexander Isak,AG,9,0.14,0.0,0.0,2.25,7344.0,1.05
Alexander Prass,AG,8,0.0,0.4355,1.0350000000000001,2.11,7668.0,7.390000000000001
Alexis Saelemaekers,AG,13,0.05,0.058,1.45,2.3,6696.0,8.71
Alfie Doughty,AG,8,0.0,0.155,3.175,1.775,8964.0,7.255
Alfon González,AG,4,0.35050000000000003,0.0295,0.65,4.074999999999999,4752.0,3.6799999999999997
Alimami Gory,AG,8,0.025,0.006,0.0,2.19,7182.0,3.4749999999999996
Alisson Santos,AG,12,0.0905,0.0475,0.53,2.66,6372.0,2.785
Ally Samatta,AG,11,0.055,0.021,0.0,3.24,4860.0,2.73
Alphonso Davies,AG,11,0.0,0.116,1.8,3.2,4860.0,7.89
Alysson,AG,11,0.048,0.024,0.0,2.38,6588.0,3.97
Amin Sarr,AG,8,0.052000000000000005,0.04,0.615,2.435,6534.0,2.37
Ammar Al Harfi,AG,6,0.022,0.0205,0.0,2.585,6426.0,6.04
Anastasios Douvikas,AG,12,0.209,0.011,0.0,2.16,7128.0,1.145
Andrea Belotti,AG,6,0.14,0.0,0.625,3.24,5022.0,1.9449999999999998
Andrea Pinamonti,AG,10,0.2545,0.0135,0.0,1.9899999999999998,7938.0,1.4100000000000001
Andreas Hountondji,AG,12,0.065,0.007,0.0,2.425,6588.0,0.0
Andri Guðjohnsen,AG,13,0.268,0.014,0.0,2.11,7560.0,3.0
András Schäfer,AG,10,0.0265,0.042,0.0,1.855,8748.0,4.29
André Silva,AG,10,0.374,0.0435,0.5,1.8599999999999999,8532.0,2.675
Anouar Ait El Hadj,AG,12,0.0445,0.17099999999999999,2.125,1.955,8100.0,4.9
Ansgar Knauff,AG,10,0.04,0.010499999999999999,0.0,2.885,5454.0,2.5300000000000002
Ansu Fati,AG,10,0.36050000000000004,0.052000000000000005,0.0,3.9699999999999998,4212.0,2.84
Anthony Caci,AG,9,0.0,0.048,2.17,1.97,8208.0,6.51
Anthony Descotte,AG,12,0.20900000000000002,0.036000000000000004,0.5,2.1550000000000002,7290.0,2.9299999999999997
Anthony Elanga,AG,10,0.037,0.031,0.0,2.18,7290.0,1.51
Antoine Bernede,AG,13,0.04,0.032,1.58,1.77,8856.0,6.32
Anton Stach,AG,11,0.02,0.19,3.0,1.77,9180.0,5.56
Antonio Nusa,AG,13,0.0,0.038,1.15,2.03,7668.0,4.39
Armando Broja,AG,7,0.024,0.013,0.0,2.08,7452.0,3.22
Arnaut Danjuma,AG,9,0.07,0.016,0.0,2.45,6588.0,3.0
Arno Verschueren,AG,3,0.0,0.04,0.0,4.54,3348.0,3.97
Artem Stepanov,AG,13,0.587,0.03,0.0,2.03,7884.0,3.61
Arthur,AG,9,0.0,0.044,0.0,3.24,4860.0,5.0
Assane Diao,AG,13,0.14,0.02,0.0,2.75,5747.14,3.02
Axel Henriksson,AG,7,0.0,0.032,2.02,1.86,8532.0,3.29
Ayase Ueda,AG,14,0.307,0.024,0.0,1.845,9018.0,2.0
Ayman Yahya,AG,9,0.054,0.022,0.0,3.23,4860.0,6.0
Ayoni Santos,AG,14,0.0055,0.04,0.5,1.875,8532.0,5.07
Ayoube Amaimouni Echghouyab,AG,8,0.07600000000000001,0.042499999999999996,0.56,2.235,7074.0,4.15
Azzedine Ounahi,AG,13,0.051,0.09,3.0,1.98,7776.0,4.09
Bakery Jatta,AG,12,0.023,0.013000000000000001,0.0,1.9699999999999998,8046.0,2.41
Batista Mendy,AG,8,0.07,0.02,0.0,2.015,8262.0,6.0
Benedict Hollerbach,AG,11,0.026,0.013,0.0,2.0,7884.0,3.03
Benjamin Henrichs,AG,2,0.042,0.029,0.0,3.4499999999999997,5130.0,7.914999999999999
Bernard Nguene,AG,6,0.112,0.0,0.0,5.17,3132.0,5.105
Bertrand Traoré,AG,10,0.014,0.018,1.4249999999999998,2.28,6966.0,2.79
Besfort Zeneli,AG,9,0.135,0.069,0.0,2.42,6480.0,4.29
Biel,AG,9,0.03,0.039,1.03,1.83,9072.0,5.0
Bilal Boutobba,AG,13,0.078,0.035,0.0,1.83,8748.0,5.0
Bilal Ould-Chikh,AG,14,0.0,0.2835,2.02,1.9100000000000001,8316.0,2.0
Borja Iglesias,AG,10,0.077,0.067,0.0,2.4000000000000004,6642.0,2.785
Boulaye Dia,AG,9,0.0,0.031,0.0,5.62,2700.0,1.34
Brad Potts,AG,10,0.138,0.007,0.0,2.3499999999999996,6912.0,3.8600000000000003
Bradley Barcola,AG,14,0.47750000000000004,0.23049999999999998,1.7149999999999999,2.31,7128.0,2.295
Brandley Kuwas,AG,13,0.0,0.07,1.0,1.9,8208.0,2.0
Brandon Thomas-Asante,AG,9,0.56,0.0,0.0,2.31,6696.0,3.91
Brenden Aaronson,AG,11,0.032,0.012,1.32,2.0,7992.0,4.93
Brennan Johnson,AG,9,0.0,0.046,1.41,2.3,6912.0,3.1
Brian Brobbey,AG,13,0.091,0.0,0.0,1.83,9072.0,2.0
Bryan Gil,AG,12,0.0,0.10700000000000001,1.25,2.045,7776.0,4.805
Bryang Kayo,AG,9,0.05,0.05,1.0,1.96,8100.0,7.0
Brynjólfur Darri Willumsson,AG,7,0.109,0.047,0.0,3.24,4860.0,2.9
Budu Zivzivadze,AG,13,0.29,0.067,0.0,2.29,6696.0,2.38
Burak Ince,AG,13,0.04,0.06,1.14,1.92,8532.0,4.0
Caleb Ekuban,AG,9,0.229,0.0,0.0,4.37,3672.0,2.65
Callum Wilson,AG,5,0.45,0.0,0.0,2.45,6156.0,1.5
Carles Aleñá,AG,13,0.04,0.16,2.0,2.0,7776.0,4.29
Carlos Espí,AG,10,0.36850000000000005,0.005,0.0,1.94,8586.0,3.3
Carney Chukwuemeka,AG,8,0.0,0.14350000000000002,0.0,5.21,3132.0,5.109999999999999
Casper De Norre,AG,14,0.018,0.052,0.0,1.88,8694.0,6.18
Casper Tengstedt,AG,5,0.064,0.0,0.0,5.22,3024.0,2.0
Cesare Casadei,AG,9,0.26,0.032,0.0,2.1,7560.0,2.0
Charles De Ketelaere,AG,13,0.0,0.095,2.9,1.98,8208.0,4.0
Charlie McNeill,AG,11,0.061,0.051,0.0,2.19,7128.0,3.21
Che Adams,AG,11,0.043,0.04,1.48,1.96,8100.0,2.0
Chemsdine Talbi,AG,8,0.028,0.017,0.505,1.855,8694.0,3.6500000000000004
Christopher Nkunku,AG,8,0.0,0.041999999999999996,0.0,2.755,5778.0,1.35
Christopher Trimmel,AG,9,0.0,0.08,1.0,1.9,8532.0,3.42
Chukwubuikem Ikwuemesi,AG,10,0.1175,0.011,0.0,1.865,8586.0,2.84
Ciro Immobile,AG,11,0.051,0.039,1.23,2.05,7884.0,4.22
Claudio Echeverri,AG,9,0.16,0.067,0.0,4.86,3240.0,4.0
Cody Gakpo,AG,11,0.1,0.033,1.38,1.81,8964.0,4.15
Connor Metcalfe,AG,5,0.023,0.0,0.0,3.28,4860.0,3.62
Conor Bradley,AG,14,0.0,0.041999999999999996,0.0,2.135,7506.0,6.0
Curtis Jones,AG,10,0.0,0.034,0.0,1.76,8910.0,7.34
Daniel Kelly,AG,10,0.0155,0.0,0.0,3.7199999999999998,3971.075,3.59
Daniel Maldini,AG,10,0.092,0.041,0.5,2.09,7506.0,2.73
Danilo Cataldi,AG,13,0.02,0.03,1.0,2.16,7452.0,7.0
Darko Gyabi,AG,6,0.15,0.020999999999999998,0.0,2.505,6804.0,6.0
David Kaiki,AG,10,0.0,0.040499999999999994,0.0,2.085,7776.0,4.984999999999999
Deiver Machado,AG,12,0.0,0.045,0.0,2.825,5832.0,5.225
Delano Burgzorg,AG,8,0.175,0.026000000000000002,0.5,2.8,5724.0,3.495
Denis Suárez,AG,10,0.0,0.045,1.28,3.25,4860.0,6.5
Dennis Eckert Ayensa,AG,14,0.096,0.028499999999999998,0.0,2.23,6912.0,2.0
Denso Kasius,AG,13,0.04,0.218,1.07,1.99,7776.0,6.43
Derry Scherhant,AG,9,0.024,0.094,1.17,2.2,7344.0,5.0
Deveron Fonville,AG,13,0.0,0.05,0.0,1.76,9180.0,5.0
Diego Gómez,AG,13,0.041,0.03,0.0,1.82,8748.0,6.82
Djibirin Harouna,AG,6,0.0,0.042,0.0,5.359999999999999,3078.0,7.925000000000001
Djibril Sow,AG,12,0.02,0.037500000000000006,0.0,2.845,5724.0,4.0
Dominic Solanke,AG,13,0.05,0.02,0.0,1.78,9612.0,2.02
Duván Zapata,AG,11,0.217,0.012,0.0,3.28,4860.0,3.75
Edu Expósito,AG,14,0.043,0.125,2.255,2.24,7074.0,4.0
Elias Mokwana,AG,10,0.0325,0.08499999999999999,1.225,2.06,7722.0,4.74
Elijah Dijkstra,AG,13,0.0,0.05,1.43,2.28,6696.0,7.96
Ellis Simms,AG,7,0.129,0.015,0.0,2.35,6696.0,3.0
Elvis Rexhbeçaj,AG,9,0.0,0.04,0.0,2.44,6156.0,3.0
Emersonn,AG,13,0.054,0.015,0.0,2.26,6912.0,2.17
Emil Hansson,AG,10,0.03949999999999999,0.2005,1.44,2.465,6480.0,4.825
Emil Riis Jacobsen,AG,12,0.1215,0.0,0.0,1.94,8100.0,2.325
Emile Smith Rowe,AG,12,0.048,0.0305,0.51,2.015,7722.0,2.26
Emmanuel Emegha,AG,10,0.2955,0.0,0.5,3.3499999999999996,5076.0,0.66
Enes Sali,AG,10,0.037000000000000005,0.03,0.0,3.21,4860.0,3.5
Enzo Koffi,AG,8,0.0,0.069,0.66,5.515,3024.0,7.845
Eric Ebimbe,AG,9,0.187,0.013,0.0,2.08,7236.0,2.69
Erik Ahlstrand,AG,13,0.0,0.042,0.0,2.26,6912.0,5.81
Esmir Bajraktarević,AG,6,0.0,0.20900000000000002,1.47,1.895,8748.0,5.25
Esteban Lepaul,AG,14,0.366,0.0065,0.0,1.905,8370.0,1.8050000000000002
Ethan Mbappé,AG,9,0.143,0.026,0.0,2.23,7452.0,4.68
Evann Guessand,AG,9,0.0,0.036,0.0,1.9,8208.0,5.0
Ezequiel Fernández,AG,4,0.08299999999999999,0.0465,0.0,1.895,8316.0,7.91
Fabiano Parisi,AG,13,0.045,0.041,1.0,1.83,8964.0,7.88
Fahad Zubaidi,AG,14,0.058,0.02,0.0,2.865,5616.0,2.835
Ferran Jutglà,AG,14,0.386,0.040499999999999994,0.0,2.12,7614.0,4.0
Ferran Torres,AG,10,0.23700000000000002,0.027999999999999997,0.0,2.77,5778.0,0.66
Filip Ugrinić,AG,13,0.032,0.089,1.11,1.9,8316.0,4.0
Firas Al-Buraikan,AG,10,0.088,0.01,0.0,2.52,6426.0,1.775
Fisayo Dele-Bashiru,AG,11,0.049,0.01,0.71,2.35,6280.62,3.0
Fran Beltrán,AG,10,0.0,0.055999999999999994,1.0,1.9649999999999999,8154.0,4.324999999999999
Fran Pérez,AG,8,0.026,0.0075,0.0,2.365,6750.0,5.025
Francesco Camarda,AG,9,0.312,0.0,0.0,4.21,3588.92,2.57
Frank Onyeka,AG,12,0.0695,0.0315,0.365,1.955,7742.77,5.765000000000001
Fábio Martins,AG,13,0.197,0.024,0.0,1.9,8208.0,3.0
Félix Correia,AG,13,0.0,0.089,0.0,2.1,7668.0,1.61
Gabriel Martinelli,AG,12,0.0515,0.0085,1.4049999999999998,2.58,6156.0,3.71
Gaëtan Perrin,AG,8,0.051,0.16199999999999998,0.61,2.1849999999999996,7182.0,3.105
Gennaro Borrelli,AG,10,0.013,0.0,0.65,3.305,5022.0,3.455
Gerard Vandeplas,AG,7,0.172,0.022,0.0,2.31,6588.0,3.15
Gessime Yassine,AG,10,0.0,0.057,1.495,2.245,7074.0,5.515000000000001
Giacomo Raspadori,AG,10,0.06,0.0835,0.5,3.3049999999999997,4968.0,4.495
Gibson Yah,AG,14,0.0,0.09,0.0,2.395,6588.0,6.23
Gijs Smal,AG,12,0.03,0.0365,0.5,2.385,6642.0,3.975
Giorgi Chakvetadze,AG,13,0.012,0.218,1.34,2.1,7344.0,4.09
Giovane,AG,7,0.033,0.0,0.0,5.04,3132.0,3.33
Giovanni Simeone,AG,13,0.162,0.013,0.0,1.99,7776.0,3.8
Goduine Koyalipou,AG,7,0.21,0.014,0.0,1.93,8100.0,3.1
Gonçalo Franco,AG,14,0.0475,0.08,1.33,2.09,7452.0,6.05
Gonçalo Guedes,AG,13,0.02,0.097,2.0,1.76,9180.0,4.0
Guga,AG,7,0.129,0.01,0.0,2.52,6048.0,1.45
Guilherme Smith,AG,14,0.0235,0.025,0.0,1.82,8802.0,6.75
Gustav Isaksen,AG,13,0.089,0.015,0.0,2.37,6588.0,1.55
Haissem Hassan,AG,12,0.016,0.0245,0.0,2.915,5508.0,5.545
Haji Wright,AG,12,0.4505,0.011,0.0,2.0149999999999997,7884.0,0.55
Hamza Igamane,AG,11,0.437,0.035,0.0,2.32,6912.0,2.57
Hans Nicolussi Caviglia,AG,11,0.055,0.025,0.0,2.25,7020.0,2.54
Hassane Kamara,AG,13,0.0,0.04,1.0,1.83,8640.0,4.22
Hattan Bahebri,AG,14,0.044,0.018,1.21,1.9249999999999998,8046.0,3.0
Hazzaa Al-Ghamdi,AG,10,0.016,0.0065,0.0,2.185,7236.0,1.19
Henok Teklab,AG,14,0.0545,0.0295,1.0,1.775,8910.0,5.109999999999999
Hong Hyun-seok,AG,9,0.0,0.041,0.0,2.5,6480.0,4.43
Hugo Siquet,AG,5,0.0,0.192,1.48,1.77,9180.0,3.18
Hugo Álvarez,AG,11,0.0,0.112,2.0,2.49,6372.0,3.55
Husain Al-Qahtani,AG,10,0.045,0.20500000000000002,2.0,2.525,7020.0,8.0
Hwang In-beom,AG,14,0.031,0.112,1.005,1.9,8370.0,6.475
Idrissa Gueye,AG,5,0.044,0.0,0.0,5.39,2808.0,2.73
Ignatius Kpene Ganago,AG,12,0.42500000000000004,0.018500000000000003,0.0,2.07,7614.0,2.2
Iker Losada,AG,8,0.0,0.035,1.505,2.48,6480.0,2.43
Ilias Akhomach,AG,13,0.158,0.054,0.0,2.16,7236.0,3.21
Isaac Romero,AG,9,0.044,0.012,0.0,2.58,6264.0,4.5
Isak Jansson,AG,8,0.0265,0.0775,0.645,2.765,5886.0,3.69
Ivan Perišić,AG,14,0.039,0.0695,1.7149999999999999,2.0549999999999997,7776.0,3.9299999999999997
Iván Martín,AG,12,0.0215,0.0375,0.0,1.81,8856.0,5.48
Iñigo Ruiz de Galarreta,AG,13,0.0,0.08,2.57,2.26,7020.0,8.0
Jack Harrison,AG,12,0.01,0.194,1.575,1.835,8694.0,5.385
Jacob Murphy,AG,10,0.1745,0.044,0.0,4.955,3348.0,3.8200000000000003
Jacopo Fazzini,AG,4,0.0,0.0755,1.505,2.315,6642.0,5.29
Jadon Sancho,AG,10,0.0115,0.225,2.34,2.17,7398.0,3.395
Jakob Napoleon Romsaas,AG,10,0.035,0.086,3.255,1.775,8964.0,3.5
Jakub Piotrowski,AG,11,0.028,0.031,0.0,2.31,6696.0,4.35
Jamal Musiala,AG,14,0.3355,0.109,0.0,3.25,4860.0,2.745
Jamie Donley,AG,13,0.047,0.045,1.03,1.87,8316.0,4.35
Jamiro Monteiro,AG,12,0.0335,0.06,1.19,2.31,6858.0,8.085
Jan Uwe Thielmann,AG,10,0.05500000000000001,0.0495,0.0,2.035,7668.0,5.07
Jan Virgili,AG,13,0.043,0.04,1.0,1.85,8316.0,2.8
Jan-Niklas Beste,AG,13,0.0,0.123,2.0,2.01,8424.0,4.0
Jano Monserrate,AG,10,0.047,0.0365,1.49,2.52,6588.0,6.875
Jari Vandeputte,AG,12,0.0465,0.23299999999999998,1.6600000000000001,2.8200000000000003,5670.0,5.245
Jarrad Branthwaite,AG,12,0.044,0.010499999999999999,0.0,1.76,9288.0,5.6
Jason van Duiven,AG,14,0.0505,0.0765,1.385,1.96,8127.0,4.0
Javier Guerra,AG,8,0.01,0.093,1.505,1.935,8208.0,6.295
Jaydon Banel,AG,10,0.1215,0.057499999999999996,0.0,3.9800000000000004,4266.0,3.5650000000000004
Jean Victor Makengo,AG,14,0.048,0.034,1.0150000000000001,2.16,7367.145,2.895
Jean-Luc Dompé,AG,9,0.0,0.117,3.0,2.5,6156.0,2.25
Jed Wallace,AG,12,0.0275,0.139,0.585,2.8,5724.0,8.555
Jens Castrop,AG,12,0.20550000000000002,0.038500000000000006,0.48,2.075,7506.0,6.245
Jeremie Frimpong,AG,10,0.0,0.0465,0.0,2.35,6858.0,3.205
Jesper Lindstrøm,AG,8,0.0645,0.0175,0.0,3.935,4752.0,5.62
Jesurun Rak-Sakyi,AG,10,0.0315,0.0455,1.42,2.725,6048.0,3.5
Ji-sung Eom,AG,11,0.038,0.08,2.0,1.96,8100.0,4.0
Joe Willock,AG,10,0.026000000000000002,0.045,2.025,2.8150000000000004,5670.0,7.005
Joel Chima Fujita,AG,13,0.027,0.021,0.0,1.94,8424.0,6.16
Joelinton,AG,13,0.075,0.03,0.0,2.03,7776.0,6.25
John Lundstram,AG,9,0.083,0.048,0.0,2.58,6372.0,6.0
John McGinn,AG,12,0.005,0.041,1.395,2.14,7560.0,2.815
Jon Guridi,AG,5,0.133,0.02,0.0,2.72,5832.0,8.18
Jonathan David,AG,10,0.0335,0.043,1.395,2.13,7236.0,2.59
Jonathan Ikoné,AG,11,0.123,0.025,0.0,2.12,7236.0,3.75
Jordan Ayew,AG,7,0.013,0.032,0.0,2.4,6480.0,4.19
Jordan James,AG,9,0.04,0.185,2.65,2.35,6588.0,3.97
Jordan Thompson,AG,9,0.0,0.08,1.17,1.88,8316.0,4.0
Jordy Clasie,AG,13,0.0,0.04,0.0,2.05,7668.0,5.07
Joris Kayembe,AG,13,0.0,0.036,0.0,1.9,8316.0,8.0
Josh Eccles,AG,7,0.025,0.038,0.0,2.52,6156.0,3.21
Joshua King,AG,11,0.35,0.015,0.0,2.12,7452.0,3.29
Josip Stanišić,AG,14,0.0,0.1275,2.3449999999999998,1.875,8478.0,3.59
Jovan Milošević,AG,9,0.208,0.0,0.0,4.88,3240.0,3.0
Jun-Ho Bae,AG,10,0.10049999999999999,0.07100000000000001,0.0,2.27,7398.0,4.96
Juninho Bacuna,AG,11,0.08,0.02,0.0,2.68,5940.0,4.93
Junior Messias,AG,11,0.154,0.072,0.0,4.37,3780.0,5.45
Junya Ito,AG,12,0.011,0.067,2.085,1.875,8640.0,4.955
Justin Kluivert,AG,13,0.0,0.04,1.43,2.1,7560.0,2.57
Justin Njinmah,AG,12,0.1285,0.0565,0.53,1.88,8370.0,1.775
Jørgen Strand Larsen,AG,14,0.1255,0.024,0.0,1.95,8100.0,1.54
Jürgen Ekkelenkamp,AG,13,0.021,0.037,0.0,1.77,9072.0,3.42
Kacper Pasiek,AG,10,0.056,0.0,0.0,3.165,4968.0,13.04
Kaito Matsuzawa,AG,7,0.0,0.1,0.0,4.96,3240.0,2.0
Kaj de Rooij,AG,9,0.0,0.032,0.0,3.3,4860.0,5.62
Kang-in Lee,AG,9,0.0,0.29,1.41,4.34,3456.0,4.58
Kareem Tunde,AG,12,0.025,0.013,0.0,1.915,8316.0,5.405
Karim Adeyemi,AG,9,0.039,0.109,0.0,2.3,6912.0,6.34
Karim Dermane,AG,6,0.0,0.035,1.44,2.0,7938.0,8.265
Kasper Dolberg,AG,10,0.0,0.0785,1.06,2.21,7074.0,1.12
Kay Tejan,AG,3,0.514,0.119,0.0,5.18,3132.0,3.4
Kaïl Boudache,AG,11,0.06,0.04,0.0,3.26,4860.0,5.49
Kenan Yıldız,AG,12,0.068,0.195,2.395,1.69,9612.0,3.75
Kevin Carlos Omoruyi,AG,8,0.0695,0.0,0.0,3.2350000000000003,4860.0,2.0
Kevin Rodriguez,AG,11,0.222,0.0,0.0,2.0,7992.0,4.21
Kian Fitz-Jim,AG,6,0.252,0.121,0.0,5.68,2754.0,7.265000000000001
Kieran Trippier,AG,11,0.0,0.06,1.2,1.9,8100.0,4.03
Kike García,AG,14,0.2135,0.022,0.0,2.035,7614.0,2.5549999999999997
Konrad Laimer,AG,12,0.0,0.087,0.0,1.9649999999999999,8208.0,5.0
Kristijan Jakić,AG,11,0.08,0.023,0.0,2.83,5832.0,7.0
Kristoffer Peterson,AG,10,0.083,0.028999999999999998,0.0,3.245,4860.0,2.9299999999999997
Lanroy Machine,AG,4,0.0375,0.0065,0.635,2.235,7020.0,0.66
Lasse Selvåg Nordås,AG,11,0.68,0.03,0.0,2.13,7452.0,2.69
Lawrence Agyekum,AG,11,0.035,0.047,0.0,1.91,8208.0,5.62
Leandro Trossard,AG,10,0.0595,0.0375,2.055,2.3600000000000003,6750.0,4.734999999999999
Lennard Hartjes,AG,13,0.02,0.02,0.0,1.86,8532.0,5.0
Leo Castledine,AG,9,0.26,0.033,0.0,3.24,4860.0,2.0
Leo Sauer,AG,11,0.141,0.032,0.0,1.85,8532.0,2.81
Leon Bailey,AG,8,0.0,0.0515,0.715,4.1,3996.0,3.5949999999999998
Leonardo Spinazzola,AG,9,0.0,0.167,1.29,2.19,7452.0,5.0
Lesley Ugochukwu,AG,11,0.026,0.01,0.0,1.99,7776.0,3.64
Lewin Blum,AG,11,0.0,0.08,0.0,1.8,8748.0,4.0
Lewis Holtby,AG,10,0.0235,0.10450000000000001,0.625,2.25,7074.0,3.6
Livan Burcu,AG,6,0.042,0.058499999999999996,0.0,4.86,3294.0,4.73
Lorenzo Colombo,AG,14,0.1335,0.014,0.0,2.235,7074.0,1.525
Louis Mouton,AG,10,0.091,0.012,0.0,1.9049999999999998,8316.0,3.05
Luca Kjerrumgaard,AG,11,0.11,0.012,0.0,1.9,8208.0,1.0
Luca Mazzitelli,AG,12,0.0585,0.0195,0.0,2.41,6750.0,4.1899999999999995
Luca Oyen,AG,7,0.214,0.043,0.0,3.11,4968.0,5.62
Luca Waldschmidt,AG,3,0.0,0.552,2.9,2.31,6696.0,8.18
Lucas Höler,AG,8,0.115,0.041999999999999996,0.0,2.045,8100.0,4.83
Lucas Torró,AG,10,0.0215,0.017,0.0,1.9449999999999998,8100.0,5.17
Luis Díaz,AG,14,0.25,0.176,2.0,1.74,9342.0,4.165
Luis Rioja,AG,14,0.01,0.1245,1.13,1.8399999999999999,8586.0,3.485
Luis Vázquez,AG,14,0.0165,0.0115,0.0,1.9049999999999998,8370.0,1.67
Luka Sučić,AG,10,0.089,0.014,0.0,3.885,4266.0,3.05
Luuk Brouwers,AG,8,0.0,0.15,0.5,2.11,7668.0,4.0
Luís Henrique,AG,9,0.0,0.06,0.0,2.33,6696.0,7.83
Lyndon Dykes,AG,12,0.0465,0.0155,0.0,1.7650000000000001,8964.0,2.06
M'bala Nzola,AG,5,0.265,0.029,0.0,2.21,7344.0,5.29
Makaya Ibrahima Diaby,AG,10,0.04,0.022500000000000003,0.0,3.24,4860.0,5.3
Malick Yalcouyé,AG,8,0.14,0.046,0.0,4.75,3294.0,7.915
Mama Baldé,AG,11,0.138,0.012,0.0,2.59,6264.0,2.57
Mamadou Coulibaly,AG,11,0.02,0.08,0.86,2.82,5225.54,6.0
Mansour Hamzi,AG,10,0.0,0.0615,0.0,2.7,6048.0,7.035
Manu Morlanes,AG,11,0.024,0.02,1.11,2.5,6156.0,4.29
Marc Bernal,AG,10,0.02,0.026000000000000002,0.0,2.2199999999999998,7182.0,4.69
Marco Rente,AG,12,0.025,0.0695,1.06,1.7650000000000001,9018.0,4.175
Marcos Leonardo,AG,8,0.47450000000000003,0.039,0.0,2.105,7938.0,1.0
Marcus Edwards,AG,11,0.024,0.024,0.0,2.05,7884.0,3.6
Mario Engels,AG,11,0.012,0.031,1.0,2.17,7236.0,1.55
Mario Hermoso,AG,14,0.019,0.010499999999999999,0.0,1.8050000000000002,8856.0,5.125
Mario Martín,AG,12,0.113,0.0,0.0,2.77,5685.43,4.555
Mario Sauer,AG,2,0.0835,0.2835,0.6,3.51,5508.0,2.865
Marius Wolf,AG,7,0.04,0.041,1.58,2.48,6156.0,5.0
Marko Pjaca,AG,5,0.0,0.129,0.0,5.11,2916.0,4.29
Marten de Roon,AG,14,0.0,0.032,0.0,1.9649999999999999,8046.0,5.0
Martin Baturina,AG,13,0.05,0.121,2.57,1.87,8640.0,3.0
Martín Payero,AG,11,0.047,0.041,0.0,3.06,5292.0,4.09
